YEAR,PAPER,DATE OF REPORT,DATE OF INCIDENT,LOCATION,HEADLINE,LINK
,,"May 29, 2017",,,Herdsmen killings can lead to another civil war – Bakare,https://punchng.com/herdsmen-killings-can-lead-to-another-civil-war-bakare/
,,"May 27, 2017",,,"Fear as herdsmen, hoodlums convert Akure stadium into hideout",https://punchng.com/fear-as-herdsmen-hoodlums-convert-akure-stadium-into-hideout/
,,"May 21, 2017",,,Herdsmen worse than Boko Haram –Cleric,https://punchng.com/herdsmen-worse-than-boko-haram-cleric/
,,"May 21, 2017",,,"Grazing: Ban Fulani herdsmen nationwide, clerics tells FG",https://punchng.com/grazing-ban-fulani-herdsmen-nationwide-clerics-tells-fg/
,,"May 19, 2017",,"Agatu, Benue State","Benue villagers kill three herdsmen, cattle",https://punchng.com/benue-villagers-kill-three-herdsmen-cattle/
,,"May 17, 2017",,,Herdsmen attack: Niger death toll hits 27,https://punchng.com/herdsmen-attack-niger-death-toll-hits-27/
,,"May 16, 2017",,Logo Local Government Area of Benue state.,Police arrest eight herdsmen for Benue killings,https://punchng.com/police-arrest-eight-herdsmen-for-benue-killings/
,,"May 15, 2017","May 13, 2017","Etogi village, Niger State",Herdsmen kill 20 farmers inside mosque – Police,https://punchng.com/herdsmen-kill-20-farmers-inside-mosque-police/
,,"May 15, 2017","May 13, 2017",Etogi community in Gbara ward of Mokwa Local Government Area of Niger State,"Herdsmen attack Niger village, kill 21",https://punchng.com/herdsmen-attack-niger-village-kill-21/
,,"May 13, 2017",,,"Ranching only solution to herdsmen, farmers clashes – Tor Tiv",https://punchng.com/ranching-only-solution-to-herdsmen-farmers-clashes-tor-tiv/
,,"May 13, 2017","May 11, 2017",Ndokwa East Local Government Area of Delta State.,"Fulani herdsmen kill ‘okada’ rider, six farmers in Delta",https://punchng.com/fulani-herdsmen-kill-okada-rider-six-farmers-in-delta/
,,"May 12, 2017","May 11, 2017",Ossissa community in Ndokwa East Local Government Area of Delta State.,"Herdsmen kill Okada rider, six farmers in Delta",https://punchng.com/herdsmen-kill-okada-rider-six-farmers-in-delta/
,,"May 12, 2017",,,How to stop herdsmen/farmer clashes,https://punchng.com/how-to-stop-herdsmenfarmer-clashes/
,,"May 12, 2017","May 10, 2017","Logo and Buruku local government areas of Benue State,",Another four killed in Benue communities by herdsmen,https://punchng.com/another-four-killed-in-benue-communities-by-herdsmen/
,,"May 11, 2017","May 9, 2017","Abraka, Ethiope East Local Government Area of Delta State.","Herdsmen attack police van, kill four cops in Delta",https://punchng.com/herdsmen-attack-police-van-kill-four-cops-in-delta/
,,"May 11, 2017",,,Herdsmen getting weapons from neighbouring countries – Saraki,https://punchng.com/herdsmen-getting-weapons-from-neighbouring-countries-saraki/
,,"May 10, 2017","May 10, 2017",Abuja-Keffi Expressway,BREAKING: Herdsmen attack travellers on Abuja-Keffi Expressway,https://punchng.com/breaking-herdsmen-attack-travellers-on-abuja-keffi-expressway/
,,"May 9, 2017","May 9, 2017",Logo local government area of Benue state,"Herdsmen sack two Benue villages, kill eight – Police",https://punchng.com/herdsmen-sack-two-benue-villages-kill-eight-police/
,,"May 9, 2017",,,"Herdsmen’s menace could lead to war, CAN warns FG",https://punchng.com/herdsmens-menace-could-lead-to-war-can-warns-fg/
,,"May 9, 2017",,,"Death toll in Fulani herdsmen, Tiv clash hits 15",https://punchng.com/death-toll-in-fulani-herdsmen-tiv-clash-hits-15/
,,"May 9, 2017",,,"Withdraw cows from UNIUYO, VC tells herdsmen",https://punchng.com/withdraw-cows-from-uniuyo-vc-tells-herdsmen/
,,"May 9, 2017",,,Ortom queries aide over herdsmen attack report,https://punchng.com/ortom-queries-aide-over-herdsmen-attack-report/
,,"May 7, 2017",,,"Benue: Ortom, aide disagree over herdsmen",https://punchng.com/benue-ortom-aide-disagree-over-herdsmen/
,,"May 7, 2017",,,"Lawmaker petitions Buhari, Trump over herdsmen attacks in Delta",https://punchng.com/lawmaker-petitions-buhari-trump-over-herdsmen-attacks-in-delta/
,,"May 6, 2017",,Ussa and Takum Council areas of Taraba State ,"15 killed as farmers, herdsmen clash in Taraba",https://punchng.com/15-killed-as-farmers-herdsmen-clash-in-taraba/
,,"May 6, 2017",,,"Lawmaker petitions Buhari, Trump over herdsmen attack",https://punchng.com/lawmaker-petitions-buhari-trump-over-herdsmen-attack/
,,"May 6, 2017",,,Fulani herdsmen have taken over 12 LGs in Benue – Gov,https://punchng.com/fulani-herdsmen-have-taken-over-12-lgs-in-benue-gov/
,,"May 5, 2017",,,Sultan’s anti-war advice meant for Fulani herdsmen –MASSOB,https://punchng.com/sultans-anti-war-advice-meant-for-fulani-herdsmen-massob/
,,"May 3, 2017",,,IMO youths raise alarm over herdsmen invasion,https://punchng.com/imo-youths-raise-alarm-over-herdsmen-invasion/
,,"May 3, 2017",,,VC orders herdsmen to vacate Unilorin,https://punchng.com/vc-orders-herdsmen-to-vacate-unilorin/
,,"May 1, 2017",,,Delta won’t grant grazing reserves to herdsmen – Okowa,https://punchng.com/delta-wont-grant-grazing-reserves-to-herdsmen-okowa/
,,"May 1, 2017",,,Delta laments FG’s failure to stop herdsmen’s killings,https://punchng.com/delta-laments-fgs-failure-to-stop-herdsmens-killings/
,,"April 28, 2017",,,Herdsmen invade Wole Soyinka’s home,https://punchng.com/herdsmen-invade-wole-soyinkas-home/
,,"April 27, 2017","April 24, 2017",Urhuoka-Abraka community in Ethiope-East Local Government Area of Delta State,Monarch flees as Fulani herdsmen behead man in Delta,https://punchng.com/monarch-flees-as-fulani-herdsmen-behead-man-in-delta/
,,"April 22, 2017",,,Ajimobi tells police to tame ‘murderous’ herdsmen,https://punchng.com/ajimobi-tells-police-to-tame-murderous-herdsmen/
,,"April 21, 2017","April 20, 2017",Tse Igba Uke and Aliade villages in Gwer Local Government Area,"Herdsmen killings: Benue youths barricade road, kill 6",https://punchng.com/herdsmen-killings-benue-youths-barricade-road-kill-6/
,,"April 20, 2017",,,Osun CP warns herdsmen against illegal arms,https://punchng.com/osun-cp-warns-herdsmen-against-illegal-arms-2/
,,"April 19, 2017",,,Osun CP warns herdsmen against illegal arms,https://punchng.com/osun-cp-warns-herdsmen-against-illegal-arms/
,,"April 17, 2017",,,Herdsmen defy Abuja grazing restriction,https://punchng.com/herdsmen-defy-abuja-grazing-restriction/
,,"April 15, 2017",,,"Name source of ransom paid to herdsmen, Sani tells el-Rufai",https://punchng.com/name-source-of-ransom-paid-to-herdsmen-sani-tells-el-rufai/
,,"April 15, 2017",,,I bought gun to fight Fulani herdsmen – Suspect,https://punchng.com/i-bought-gun-to-fight-fulani-herdsmen-suspect/
,,"April 11, 2017","April 10, 2017",Kwande Local Government Area of Benue State ,Woman dies as herdsmen attack Benue village,https://punchng.com/woman-dies-as-herdsmen-attack-benue-village/
,,"April 10, 2017","April 10, 2017",Kwande Local Government Area of Benue State ,"Suspected Fulani herdsmen kill woman, injure other in Benue",https://punchng.com/suspected-fulani-herdsmen-kill-woman-injure-other-in-benue/
,,"April 6, 2017",,,Fulani herdsmen versus food security,https://punchng.com/fulani-herdsmen-versus-food-security/
,,"April 6, 2017",,,Herdsmen: C’River to set up committee,https://punchng.com/herdsmen-criver-to-set-up-committee/
,,"April 5, 2017",,,"Defend yourselves against herdsmen, Yoruba leaders tell South West residents",https://punchng.com/defend-yourselves-against-herdsmen-yoruba-leaders-tell-swest-residents/
,,"April 5, 2017",,,Herdsmen incursion worries UniAbuja students,https://punchng.com/herdsmen-incursion-worries-uniabuja-students/
,," April 4, 2017"," April 2, 2017",Kwande Local Government Area of Benue State,"Again, herdsmen kill 10 in Benue",https://punchng.com/again-herdsmen-kill-10-in-benue/
,,"April 4, 2017",,,Before Fulani herdsmen become Buhari’s Boko Haram,https://punchng.com/before-fulani-herdsmen-become-buharis-boko-haram/
,,"April 4, 2017",,,Herdsmen: Anambra women threaten Obiano’s re-election,https://punchng.com/herdsmen-anambra-women-threaten-obianos-re-election/
,," April 3, 2017"," April 2, 2017",Kwande Local Government Area of Benue State,"Again, suspected herdsmen killed 10 in Benue",https://punchng.com/again-suspected-herdsmen-killed-10-in-benue/
,," April 3, 2017",,,Treat killer Fulani herdsmen like B’Haram insurgents —Cleric,https://punchng.com/treat-killer-fulani-herdsmen-like-bharam-insurgents-cleric/
,," April 2, 2017",,,Treat herdsmen like Boko Haram – Cleric,https://punchng.com/treat-herdsmen-like-boko-haram-cleric/
,,"April 1, 2017",,,Army denies killing eight herdsmen in Southern Kaduna,https://punchng.com/army-denies-killing-eight-herdsmen-in-southern-kaduna/
,,"April 1, 2017",,,Herdsmen: Anambra women protest nude,https://punchng.com/herdsmen-anambra-women-protest-nude/
,,"March 30, 2017",,,"Find solution to Almijiris, herdsmen threat, Gov Bagudu urges FG",https://punchng.com/find-solution-to-almijiris-herdsmen-threat-gov-bagudu-urges-fg/
,,"March 29, 2017",,,"Herdsmen attacks have turned us to orphans, beggars – Delta Students",https://punchng.com/herdsmen-attacks-have-turned-us-to-orphans-beggars-delta-students/
,,"March 29, 2017",,,"Herdsmen are raping our wives, children, Anambra communities lament",https://punchng.com/herdsmen-are-raping-our-wives-children-anambra-communities-lament/
,,"March 29, 2017",,,Afenifere sets up panel to monitor herdsmen in S’West,https://punchng.com/afenifere-sets-up-panel-to-monitor-herdsmen-in-swest/
,,"March 28, 2017",,,Afenifere sets up panel to monitor activities of herdsmen,https://punchng.com/afenifere-sets-up-panel-to-monitor-activities-of-herdsmen/
,,"March 28, 2017","March 25, 2017",Jato-Aka Farm Centre,"Herdsmen invade Benue prison farm, kill inmate",https://punchng.com/herdsmen-invade-benue-prison-farm-kill-inmate/
,,"March 27, 2017","March 25, 2017",Jato-Aka Farm Centre,"Herdsmen invade Prison Farm Centre in Benue, kill inmate",https://punchng.com/herdsmen-invade-prison-farm-centre-in-benue-kill-inmate/
,,"March 27, 2017","March 25, 2017",thiope East Local Government Area of Delta State,Suspected Fulani herdsmen kill DELSU worker,https://punchng.com/suspected-fulani-herdsmen-kill-delsu-worker/
,,"March 26, 2017",,,Miyetti advises herdsmen against destruction of farmlands,https://punchng.com/miyetti-advises-herdsmen-against-destruction-of-farm-produce/
,,"March 24, 2017",,,"Police avert herdsmen, farmers clash in Bayelsa",https://punchng.com/police-avert-herdsmen-farmers-clash-in-bayelsa/
,,"March 24, 2017",,Jato Aka in the Kwande Local Government Area ,"Soldiers kill pupil, injure others while rescuing herdsmen",https://punchng.com/soldiers-kill-pupil-injure-others-while-rescuing-herdsmen/
,,"March 21, 2017",,,"FG launches immigration policy to curb terrorism, alien herdsmen",https://punchng.com/fg-launches-immigration-policy-to-curb-terrorism-alien-herdsmen/
,,"March 20, 2017",,,"FG inaugurates regulations to curb influx of terrorists, alien herdsmen",https://punchng.com/fg-inaugurates-regulations-to-curb-influx-of-terrorists-alien-herdsmen/
,,"March 20, 2017","March 18, 2017",Umuokoroala Community in Umuahia North Local Government Area,Tension as herdsmen invade Abia community,https://punchng.com/tension-as-herdsmen-invade-abia-community/
,," March 19, 2017",,,"I left farming because I don’t want herdsmen to kill me — Ex-teacher, 80",https://punchng.com/i-left-farming-because-i-dont-want-herdsmen-to-kill-me-ex-teacher-80/
,,"March 18, 2017",,,"Miyetti Allah commiserates with Benue over farmer, herdsmen fight",https://punchng.com/miyetti-allah-commiserates-with-benue-over-farmer-herdsmen-fight/
,,"March 18, 2017",,,"Kwara CP advocates committee of farmers, herdsmen, others",https://punchng.com/kwara-cp-advocates-committee-of-farmers-herdsmen-others/
,,"March 17, 2017",,,Why Benue expelled armed herdsmen —Ortom,https://punchng.com/why-benue-expelled-armed-herdsmen-ortom/
,,"March 16, 2017",,,PHOTOS: Protest in Abuja over Benue herdsmen killings,https://punchng.com/photos-protest-in-abuja-over-benue-herdsmen-killings/
,,"March 16, 2017",,,Benue students protest killing of colleague by herdsmen,https://punchng.com/benue-students-protest-killing-of-colleague-by-herdsmen/
,,"March 15, 2017",,,Lagos lawmakers back call to disarm herdsmen,https://punchng.com/lagos-lawmakers-back-call-to-disarm-herdsmen/
,,"March 15, 2017",,,"Reps ask Buhari to disarm herdsmen in Benue, others",https://punchng.com/reps-ask-buhari-to-disarm-herdsmen-in-benue-others/
,,"March 15, 2017",,,Ortom vows to evacuate herdsmen from Benue,https://punchng.com/ortom-vows-to-evacuate-herdsmen-from-benue/
,,"March 14, 2017",,,Benue to evacuate Fulani herdsmen out of state – Ortom,https://punchng.com/benue-to-evacuate-fulani-herdsmen-out-of-state-ortom/
,,"March 14, 2017",,,"Benue overwhelmed by herdsmen’s attacks, says Ortom",https://punchng.com/benue-overwhelmed-by-herdsmens-attacks-says-ortom/
,,"March 13, 2017",,,"Herdsmen attacks: My people killed, rendered homeless in their fatherland – Ortom",https://punchng.com/herdsmen-attacks-my-people-killed-rendered-homeless-in-their-fatherland-ortom/
,," March 13, 2017"," March 11, 2017",Jema’a Local Government Area.,Police arrest suspected killers of herdsmen in kaduna,https://punchng.com/police-arrest-suspected-killers-of-herdsmen-in-kaduna/
,,"March 13, 2017",,,Oyo to prosecute herdsmen found with guns,https://punchng.com/oyo-to-prosecute-herdsmen-found-with-guns/
,," March 13, 2017"," March 11, 2017","Jema’a Local Government and   Madakiya community in Zangon Kataf LGA, all in southern part of Kaduna State",Gunmen kill three herdsmen in Southern Kaduna,https://punchng.com/gunmen-kill-three-herdsmen-in-southern-kaduna/
,,"March 12, 2017",,,"We’ll treat gun-carrying herdsmen, extreme religious preachers like criminals – Oyo govt",https://punchng.com/well-treat-gun-carry-herdsmen-extreme-religious-preachers-like-criminals-oyo-govt/
,,"March 12, 2017"," March 10, 2017","Mkgovur village, a Tiv community in Buruku Local Government Area, Benue State.",One killed as herdsmen attack Benue community,https://punchng.com/one-killed-as-herdsmen-attack-benue-community/
,,"March 12, 2017",,,"Maikori in cell with herdsmen, to appear in court Monday",https://punchng.com/maikori-in-cell-with-herdsmen-to-appear-in-court-monday/
,,"March 12, 2017",,,Nasarawa herdsmen seek polio vaccines for their children,https://punchng.com/nasarawa-herdsmen-seek-polio-vaccines-for-their-children/
,,"March 11, 2017"," March 10, 2017",Mkgovur village in Buruku local government area of Benue State.,"Herdsmen attack Benue community, kill one",https://punchng.com/herdsmen-attack-benue-community-kill-one/
,,"March 10, 2017",,,Court remands two brothers over death of five herdsmen,https://punchng.com/court-remands-two-brothers-over-death-of-five-herdsmen/
,,"March 5, 2017",,"Oke Ako Ekiti in the Ikole Local Government Area, Ekiti State","Herdsmen destroying our farms, Ekiti residents cry out",https://punchng.com/herdsmen-destroying-our-farms-ekiti-residents-cry-out/
,,"March 4, 2017",,,"Southern Kaduna: Osinbajo meets CAN, JNI, herdsmen over killings",https://punchng.com/southern-kaduna-osinbajo-meets-can-jni-herdsmen-over-killings/
,,"March 4, 2017",,,"Relocate to grazing site or be arrested, Bayelsa warns herdsmen",https://punchng.com/relocate-to-grazing-site-or-be-arrested-bayelsa-warns-herdsmen-2/
,,"March 3, 2017",,,"Relocate to grazing site or be arrested, Bayelsa warns herdsmen",https://punchng.com/relocate-to-grazing-site-or-be-arrested-bayelsa-warns-herdsmen/
,,"March 3, 2017",,Gbemacha ward in the Gwer Local Government Area of Benue State,"Six killed in fresh Benue farmers, herdsmen’s clash",https://punchng.com/six-killed-in-fresh-benue-farmers-herdsmens-clash/
,,"March 1, 2017",,,Herdsmen are actively involved in kidnapping — Delta CP,https://punchng.com/herdsmen-are-actively-involved-in-kidnapping-delta-cp/
,,"March 1, 2017",,,Rivers Assembly laments invasion by herdsmen,https://punchng.com/rivers-assembly-laments-invasion-by-herdsmen/
,,"February 28, 2017",,,"Herdsmen actively involved in kidnapping, Delta CP admits",https://punchng.com/herdsmen-actively-involved-in-kidnapping-delta-cp-admits/
,,"February 27, 2017",,,PHOTOS: Herdsmen attack Southern Kaduna community,https://punchng.com/photos-southern-kaduna-after-herdsmen-attack/
,,"February 27, 2017",,,Tension as Fulani herdsmen arrive in Ebonyi communities,https://punchng.com/tension-as-fulani-herdsmen-arrive-in-ebonyi-communities/
,,"February 27, 2017",,,Fulani herdsmen invade Ebonyi communities,https://punchng.com/fulani-herdsmen-invade-ebonyi-communities/
,,"February 24, 2017",,,"Send your children to school, Oluwo tells herdsmen",https://punchng.com/send-children-school-oluwo-tells-herdsmen/
,,"February 23, 2017",,,"Sanusi warns of imminent herdsmen, farmers’ clash in Kano",https://punchng.com/sanusi-warns-imminent-herdsmen-farmers-clash-kano/
,,"February 23, 2017",,,"Disarm herdsmen, Anglican primate tells FG",https://punchng.com/disarm-herdsmen-anglican-primate-tells-fg/
,,"February 21, 2017",,"Ashim, Nissi and Zilan in Atakad District of Kaura Local Government Area and Bakin Kogi in the Goska District of Jama’a Local Government Area.",Suspected herdsmen kill 22 in fresh Kaduna attacks,https://punchng.com/suspected-herdsmen-kill-22-fresh-kaduna-attacks/
,,"February 20, 2017",,,Fulani herdsmen and an evolving quiet war,https://punchng.com/fulani-herdsmen-and-an-evolving-quiet-war/
,,"February 19, 2017",,,"Herdsmen’s activities’ll keep food prices high, says bishop",https://punchng.com/herdsmens-activitiesll-keep-food-prices-high-says-bishop/
,,"February 8, 2017","February 5, 2017",Ohoror community in Ughelli North Local Government Area of Delta State,"Herdsmen, police clash: Corpse of missing policeman found in river",https://punchng.com/herdsmen-police-clash-corpse-missing-policeman-found-river/
,,"February 5, 2017",,,Bayelsa donates ranch to herdsmen for grazing,https://punchng.com/bayelsa-donates-ranch-herdsmen-grazing/
,,"February 4, 2017",,,"Herdsmen get 1,200-hectare ranch for cattle grazing, slaughtering",https://punchng.com/herdsmen-get-1200-hectare-ranch-cattle-grazing-slaughtering/
,,"February 3, 2017",,,"S’South CAN, PFN back Suleman on killer herdsmen",https://punchng.com/ssouth-can-pfn-back-suleman-killer-herdsmen/
,,"January 30, 2017",,,El-Rufai should produce herdsmen he offered money – Apostle Suleman,https://punchng.com/el-rufai-produce-herdsmen-offered-money-apostle-suleman/
,,"January 28, 2017",,,Edo govt mulls setting up ranches for herdsmen,https://punchng.com/edo-govt-mulls-setting-ranches-herdsmen/
,,"January 27, 2017",,,‘Climate change responsible for herdsmen violence’,https://punchng.com/climate-change-responsible-herdsmen-violence/
,,"January 26, 2017",,,"Defend yourselves against herdsmen, bishop tells Christians",https://punchng.com/defend-herdsmen-bishop-tells-christians/
,,"January 25, 2017",,,My message on Fulani herdsmen taken out of context – Apostle Suleman,https://punchng.com/message-fulani-herdsmen-taken-context-apostle-suleman/
,,"January 23, 2017","January 22, 2017",Auchi-Abuja road,"[BREAKING] Suspected Fulani herdsmen abduct Delta council chair, two others",https://punchng.com/breaking-suspected-fulani-herdsmen-abduct-delta-council-chair-two-others/
,," January 22, 2017",November 2016 ,Jema’a Local Government Area of Kaduna State,"How men in military uniform, herdsmen murdered my husband and son — Victim",https://punchng.com/men-military-uniform-herdsmen-murdered-husband-son-victim/
,," January 22, 2017","December 24, 2016","Jama’a Local Government Area in Kaduna State,","Herdsmen with AK-47 rifles killed my daughter, others on Christmas Eve – Morik",https://punchng.com/herdsmen-ak-47-rifles-killed-daughter-others-christmas-eve-morik/
,,"January 21, 2017",,,"Cattle routes, graze reserves panacea to farmer, herdsmen – Yobe herdsmen",https://punchng.com/cattle-routes-graze-reserves-panacea-farmer-herdsmen-yobe-herdsmen/
,,"January 20, 2017",,,"Benue, Nasarawa govs ask FG to stop migrant herdsmen",https://punchng.com/benue-nasarawa-govs-ask-fg-stop-migrant-herdsmen/
,,"January 18, 2017",,,Protesting Delta women accuse herdsmen of raping three pregnant women,https://punchng.com/protesting-delta-women-accuse-herdsmen-raping-three-pregnant-women/
,,"January 18, 2017",,,"‘Agatu lost 3,920 to herdsmen attacks in four years’",https://punchng.com/agatu-lost-3920-herdsmen-attacks-four-years/
,,"January 18, 2017",,"Okoti village in Odoekpe, Ogbaru Local Government Area of Anambra State","Navy averts Anambra herdsmen, farmers’ clash",https://punchng.com/navy-averts-anambra-herdsmen-farmers-clash/
,,"January 17, 2017",,"Okoti village in Odoekpe, Ogbaru Local Government Area of Anambra State","Navy averts herdsmen, farmers’ clash in Anambra village",https://punchng.com/navy-averts-herdsmen-farmers-clash-anambra-village/
,,"January 16, 2017","January 14, 2017",Rafin Gona and Gbagyi villages in Bosso Local Government Area of Niger State,"Herdsmen attack Niger, kill inspector, NSCDC official, seven others",https://punchng.com/herdsmen-attack-niger-kill-inspector-nscdc-official-seven-others/
,," January 14, 2017",,,"Buhari fails to stop killings by herdsmen, others –BBOG",https://punchng.com/buhari-fails-stop-killings-herdsmen-others-bbog/
,,"January 14, 2017","January 7, 2017","Umuoba-Anam, Anambra East Local Government Area of Anambra State.",Tension over alleged killing of two herdsmen in Anambra,https://punchng.com/tension-alleged-killing-two-herdsmen-anambra/
,," January 14, 2018",Aug-16,"Panda Development Area, in Karu Local Government of Nasarawa State",Families of four slain Fulani herdsmen demand justice,https://punchng.com/families-four-slain-fulani-herdsmen-demand-justice/
,," January 12, 2017",,,Herdsmen conquered 17 Kaduna villages’,https://punchng.com/herdsmen-conquered-17-kaduna-villages/
,," January 11, 2017",,,Oyeku urges FG to check herdsmen’s excesses,https://punchng.com/oyeku-urges-fg-check-herdsmens-excesses/
,,"January 10, 2017",,,"No herdsmen, farmers clash in Delta – Police",https://punchng.com/no-herdsmen-farmers-clash-delta-police/
,,"January 9, 2017","January 7, 2017",Gidan dadi and Karalahi villages in the Demsa Local Government Area of Adamawa State,"Herdsmen kill four policemen, five others in Adamawa, Kaduna",https://punchng.com/herdsmen-kill-four-policemen-five-others-adamawa-kaduna/
,," January 9, 2017",,Ethiope East and Ukwuani Local Government Area of Delta State,Suspected Fulani herdsmen kill five Delta farmers,https://punchng.com/suspected-fulani-herdsmen-kill-five-delta-farmers/
,,"January 6, 2017",,,"PHOTOS: Brig-Gen Rabe Abubakar visits Delta, pledges crackdown on herdsmen",https://punchng.com/photos-brig-gen-rabe-abubakar-visits-delta-pledges-crackdown-herdsmen/
,,"January 6, 2017",,,"Group advocates special fund for victims of herdsmen, farmers’ conflicts",https://punchng.com/group-advocates-special-fund-victims-herdsmen-farmers-conflicts/
,,"January 6, 2017",,,Tough time awaits herdsmen – Defence spokesman,https://punchng.com/tough-time-awaits-herdsmen-defence-spokesman/
,,"January 6, 2017",,,"Herdsmen, farmers’ clash: Military to launch “Operation Accord”",https://punchng.com/herdsmen-farmers-clash-military-launch-operation-accord/
,,"January 5, 2017",,,"Between Fayose, el-Rufai and Fulani herdsmen",https://punchng.com/fayose-el-rufai-fulani-herdsmen/
,," January 5, 2017",,,"Kaduna: Army recovers arms from herdsmen, villagers",https://punchng.com/kaduna-army-recovers-arms-herdsmen-villagers/
,," January 5, 2017",,,"Herdsmen attack Benue community, kill five farmers",https://punchng.com/herdsmen-attack-benue-community-kill-five-farmers/
